panel_num,time(hh:mm:ss),date(dd//mm/yy),voltage(mV),current(mA),power(mW),theta0,theta1
1,17:33:52,23/09/24,536,11,6,,
2,17:33:52,23/09/24,432,9,4,-12.54,57.18
3,17:33:52,23/09/24,272,5,0,,
1,17:43:50,23/09/24,356,7,4,,
2,17:43:50,23/09/24,292,6,4,22.93,57.27
3,17:43:50,23/09/24,156,3,0,,
1,05:44:15,24/09/24,36,1,0,,
2,05:44:15,24/09/24,24,1,0,80.28,-57.26
3,05:44:15,24/09/24,60,1,0,,
1,05:53:51,24/09/24,320,7,4,,
2,05:53:51,24/09/24,288,7,0,10.85,-57.24
3,05:53:51,24/09/24,260,5,0,,
1,06:03:44,24/09/24,640,13,10,,
2,06:03:44,24/09/24,548,9,6,0.00,-60.00
3,06:03:44,24/09/24,384,8,4,,
1,06:13:43,24/09/24,1012,21,22,,
2,06:13:43,24/09/24,864,19,14,0.00,-30.00
3,06:13:43,24/09/24,828,17,14,,
1,06:23:43,24/09/24,1540,31,50,,
2,06:23:43,24/09/24,1192,27,22,0.00,-30.00
3,06:23:43,24/09/24,1076,22,22,,
1,06:33:43,24/09/24,1868,38,72,,
2,06:33:43,24/09/24,1504,26,40,0.00,-60.00
3,06:33:43,24/09/24,1280,26,36,,
1,06:43:43,24/09/24,2036,41,86,,
2,06:43:43,24/09/24,1488,35,40,0.00,-30.00
3,06:43:43,24/09/24,1552,32,50,,
1,06:53:43,24/09/24,2120,43,92,,
2,06:53:43,24/09/24,2000,35,72,0.00,-30.00
3,06:53:43,24/09/24,1728,36,62,,
1,07:03:43,24/09/24,2616,53,140,,
2,07:03:43,24/09/24,2492,43,108,0.00,-30.00
3,07:03:43,24/09/24,2048,43,88,,
1,07:13:43,24/09/24,2740,56,154,,
2,07:13:43,24/09/24,2648,44,118,0.00,-30.00
3,07:13:43,24/09/24,1920,40,78,,
1,07:23:43,24/09/24,3252,66,216,,
2,07:23:43,24/09/24,2704,65,122,0.00,-30.00
3,07:23:43,24/09/24,2468,51,128,,
1,07:33:43,24/09/24,4852,99,482,,
2,07:33:43,24/09/24,8964,125,1124,0.00,-60.00
3,07:33:43,24/09/24,3584,75,268,,
1,07:43:43,24/09/24,4564,93,426,,
2,07:43:43,24/09/24,3568,86,416,0.00,-30.00
3,07:43:43,24/09/24,3268,68,222,,
1,07:53:46,24/09/24,9368,191,1792,,
2,07:53:46,24/09/24,10380,158,1644,-30.63,-48.71
3,07:53:46,24/09/24,3964,83,330,,
1,08:03:43,24/09/24,7620,155,1190,,
2,08:03:43,24/09/24,7196,124,894,-30.84,-47.35
3,08:03:43,24/09/24,4068,85,348,,
1,08:13:43,24/09/24,6892,141,974,,
2,08:13:43,24/09/24,6860,123,848,-31.02,-45.90
3,08:13:43,24/09/24,4484,94,422,,
1,08:23:43,24/09/24,7108,145,1032,,
2,08:23:43,24/09/24,7092,128,914,-30.00,-30.00
3,08:23:43,24/09/24,4576,96,440,,
1,08:33:43,24/09/24,11876,242,2884,,
2,08:33:43,24/09/24,8896,209,1196,-30.00,-30.00
3,08:33:43,24/09/24,5488,115,632,,
1,08:43:43,24/09/24,12508,256,3204,,
2,08:43:43,24/09/24,12188,215,2632,-31.43,-41.04
3,08:43:43,24/09/24,7956,166,1328,,
1,08:53:43,24/09/24,11484,235,2704,,
2,08:53:43,24/09/24,9696,219,1510,-30.00,-30.00
3,08:53:43,24/09/24,9540,200,1910,,
1,09:03:43,24/09/24,14724,301,4444,,
2,09:03:43,24/09/24,14376,257,3706,-31.63,-37.40
3,09:03:43,24/09/24,13228,277,3674,,
1,09:13:43,24/09/24,10772,220,2378,,
2,09:13:43,24/09/24,10076,175,1766,-31.71,-35.47
3,09:13:43,24/09/24,8896,186,1662,,
1,09:23:43,24/09/24,17804,365,6504,,
2,09:23:43,24/09/24,15984,346,4250,-31.78,-33.48
3,09:23:43,24/09/24,17656,370,6544,,
1,09:33:43,24/09/24,16816,345,5810,,
2,09:33:43,24/09/24,16696,311,5198,-30.00,-30.00
3,09:33:43,24/09/24,17208,361,6212,,
1,09:43:43,24/09/24,17372,357,6204,,
2,09:43:43,24/09/24,16184,346,4424,-30.00,-30.00
3,09:43:43,24/09/24,17628,370,6520,,
1,09:53:43,24/09/24,17056,350,5986,,
2,09:53:43,24/09/24,17084,329,5624,-30.00,-30.00
3,09:53:43,24/09/24,17460,366,6400,,
1,10:03:43,24/09/24,12852,264,3398,,
2,10:03:43,24/09/24,12992,271,3008,-31.99,-24.90
3,10:03:43,24/09/24,13504,283,3828,,
1,10:13:43,24/09/24,11492,236,2716,,
2,10:13:43,24/09/24,12036,233,2808,-32.02,-22.62
3,10:13:43,24/09/24,11600,243,2822,,
1,10:23:43,24/09/24,15916,327,5206,,
2,10:23:43,24/09/24,15796,312,4942,-30.00,0.00
3,10:23:43,24/09/24,17044,357,6098,,
1,10:33:44,24/09/24,13024,267,3486,,
2,10:33:44,24/09/24,13628,273,3540,-32.08,-17.95
3,10:33:44,24/09/24,13752,288,3968,,
1,10:43:43,24/09/24,11132,228,2546,,
2,10:43:43,24/09/24,11360,221,2514,-32.11,-15.56
3,10:43:43,24/09/24,11052,232,2562,,
1,10:53:43,24/09/24,11940,245,2930,,
2,10:53:43,24/09/24,12248,238,2916,-30.00,0.00
3,10:53:43,24/09/24,12048,252,3040,,
1,11:03:44,24/09/24,16216,333,5406,,
2,11:03:44,24/09/24,16156,327,4970,-32.14,-10.70
3,11:03:44,24/09/24,17416,365,6364,,
1,11:13:43,24/09/24,15248,313,4784,,
2,11:13:43,24/09/24,15240,308,4404,-32.16,-8.24
3,11:13:43,24/09/24,16756,351,5892,,
1,11:23:43,24/09/24,13688,281,3854,,
2,11:23:43,24/09/24,13968,281,3844,-30.00,0.00
3,11:23:43,24/09/24,14616,306,4480,,
1,11:33:43,24/09/24,17028,350,5970,,
2,11:33:43,24/09/24,16972,340,5770,-30.00,0.00
3,11:33:43,24/09/24,17688,371,6566,,
1,11:43:43,24/09/24,12964,267,3460,,
2,11:43:43,24/09/24,13364,268,3512,-30.00,0.00
3,11:43:43,24/09/24,13860,290,4030,,
1,11:53:43,24/09/24,15060,310,4670,,
2,11:53:43,24/09/24,15072,302,4408,-30.00,0.00
3,11:53:43,24/09/24,16472,345,5692,,
1,12:03:44,24/09/24,16012,329,5280,,
2,12:03:44,24/09/24,16008,321,5144,-32.17,4.22
3,12:03:44,24/09/24,17188,360,6200,,
1,12:13:43,24/09/24,15980,328,5256,,
2,12:13:43,24/09/24,15748,318,5014,-30.00,0.00
3,12:13:43,24/09/24,17108,359,6144,,
1,12:23:44,24/09/24,12556,258,3248,,
2,12:23:44,24/09/24,12640,253,3204,-32.15,9.19
3,12:23:44,24/09/24,12744,267,3408,,
1,12:33:43,24/09/24,17996,370,6666,,
2,12:33:43,24/09/24,17700,355,6294,-30.00,30.00
3,12:33:43,24/09/24,18244,382,6982,,
1,12:43:43,24/09/24,13120,270,3548,,
2,12:43:43,24/09/24,13140,264,3470,-30.00,30.00
3,12:43:43,24/09/24,13068,274,3588,,
1,12:53:43,24/09/24,17300,356,6160,,
2,12:53:43,24/09/24,17048,342,5832,-30.00,30.00
3,12:53:43,24/09/24,17512,367,6436,,
1,13:03:44,24/09/24,17116,352,6036,,
2,13:03:44,24/09/24,16892,339,5742,-32.07,18.86
3,13:03:44,24/09/24,17392,364,6344,,
1,13:13:43,24/09/24,14764,304,4490,,
2,13:13:43,24/09/24,14764,296,4378,-30.00,30.00
3,13:13:43,24/09/24,14476,303,4394,,
1,13:23:43,24/09/24,14728,303,4466,,
2,13:23:43,24/09/24,14624,293,4296,-30.00,30.00
3,13:23:43,24/09/24,14300,300,4290,,
1,13:33:43,24/09/24,16948,349,5918,,
2,13:33:43,24/09/24,16644,334,5564,-31.97,25.76
3,13:33:43,24/09/24,16816,352,5928,,
1,13:43:43,24/09/24,13984,287,4028,,
2,13:43:43,24/09/24,13748,276,3798,-31.92,27.97
3,13:43:43,24/09/24,12356,259,3202,,
1,13:53:43,24/09/24,15924,327,5216,,
2,13:53:43,24/09/24,15280,306,4686,-30.00,30.00
3,13:53:43,24/09/24,14360,301,4322,,
1,14:03:43,24/09/24,9000,185,1668,,
2,14:03:43,24/09/24,8268,166,1376,-31.82,32.22
3,14:03:43,24/09/24,7372,155,1138,,
1,14:13:43,24/09/24,13424,276,3702,,
2,14:13:43,24/09/24,12984,260,3382,-31.75,34.25
3,14:13:43,24/09/24,10420,219,2274,,
1,14:23:41,24/09/24,8812,181,1596,,
2,14:23:41,24/09/24,8204,165,1350,0.00,30.00
3,14:23:41,24/09/24,6884,144,996,,
1,14:33:46,24/09/24,8608,176,1524,,
2,14:33:46,24/09/24,8020,161,1292,-31.59,38.12
3,14:33:46,24/09/24,6612,138,918,,
1,14:43:41,24/09/24,4948,101,504,,
2,14:43:41,24/09/24,5076,102,518,0.00,30.00
3,14:43:41,24/09/24,4316,90,390,,
1,14:53:43,24/09/24,3916,80,314,,
2,14:53:43,24/09/24,4924,98,484,0.00,0.00
3,14:53:43,24/09/24,4220,88,374,,
1,15:03:43,24/09/24,3644,75,272,,
2,15:03:43,24/09/24,4224,85,360,0.00,0.00
3,15:03:43,24/09/24,3648,76,278,,
1,15:13:43,24/09/24,4016,82,330,,
2,15:13:43,24/09/24,4612,91,412,0.00,0.00
3,15:13:43,24/09/24,3884,81,314,,
1,15:23:43,24/09/24,5700,117,666,,
2,15:23:43,24/09/24,5944,119,708,0.00,30.00
3,15:23:43,24/09/24,4408,92,406,,
1,15:33:43,24/09/24,3288,67,222,,
2,15:33:43,24/09/24,3936,78,308,0.00,0.00
3,15:33:43,24/09/24,3256,68,222,,
1,15:43:43,24/09/24,2876,59,170,,
2,15:43:43,24/09/24,3976,80,304,0.00,0.00
3,15:43:43,24/09/24,3372,70,240,,
1,15:53:43,24/09/24,2200,45,102,,
2,15:53:43,24/09/24,3264,65,212,0.00,0.00
3,15:53:43,24/09/24,2860,60,170,,
1,16:03:43,24/09/24,1356,28,40,,
2,16:03:43,24/09/24,2096,42,86,0.00,0.00
3,16:03:43,24/09/24,1824,38,68,,
1,16:13:43,24/09/24,1408,29,42,,
2,16:13:43,24/09/24,1788,36,66,0.00,0.00
3,16:13:43,24/09/24,1508,31,50,,
1,16:23:43,24/09/24,1436,29,42,,
2,16:23:43,24/09/24,2132,42,92,0.00,0.00
3,16:23:43,24/09/24,1868,39,72,,
1,16:33:43,24/09/24,1140,23,26,,
2,16:33:43,24/09/24,1620,32,52,0.00,0.00
3,16:33:43,24/09/24,1520,31,50,,
1,16:43:43,24/09/24,864,18,16,,
2,16:43:43,24/09/24,1228,25,30,0.00,0.00
3,16:43:43,24/09/24,1116,23,26,,
1,16:53:43,24/09/24,820,17,14,,
2,16:53:43,24/09/24,1124,23,22,0.00,0.00
3,16:53:43,24/09/24,1032,21,22,,
1,17:03:43,24/09/24,680,14,10,,
2,17:03:43,24/09/24,856,17,16,0.00,0.00
3,17:03:43,24/09/24,740,15,14,,
1,17:13:43,24/09/24,772,16,14,,
2,17:13:43,24/09/24,960,19,20,0.00,0.00
3,17:13:43,24/09/24,856,18,16,,
1,17:23:45,24/09/24,496,10,6,,
2,17:23:45,24/09/24,388,8,4,-17.31,56.98
3,17:23:45,24/09/24,444,9,4,,
1,17:33:44,24/09/24,316,7,4,,
2,17:33:44,24/09/24,280,6,4,-6.20,57.18
3,17:33:44,24/09/24,268,5,0,,
1,17:44:06,24/09/24,240,5,0,,
2,17:44:06,24/09/24,228,5,0,31.95,57.26
3,17:44:06,24/09/24,144,3,0,,
1,12:24:43,25/09/24,7336,150,1108,,
2,12:24:43,25/09/24,6824,137,908,0.00,0.00
3,12:24:43,25/09/24,5992,125,756,,
1,12:44:43,25/09/24,8444,173,1464,,
2,12:44:43,25/09/24,8076,160,1294,0.00,0.00
3,12:44:43,25/09/24,7212,151,1092,,
1,12:54:43,25/09/24,9204,189,1744,,
2,12:54:43,25/09/24,9504,191,1816,0.00,0.00
3,12:54:43,25/09/24,8912,187,1664,,
1,13:04:43,25/09/24,9680,199,1926,,
2,13:04:43,25/09/24,9652,192,1868,0.00,0.00
3,13:04:43,25/09/24,9116,191,1744,,
1,13:14:43,25/09/24,17872,368,6580,,
2,13:14:43,25/09/24,15220,306,4666,0.00,60.00
3,13:14:43,25/09/24,17808,373,6666,,
1,13:24:43,25/09/24,18376,378,6950,,
2,13:24:43,25/09/24,16668,335,5588,0.00,60.00
3,13:24:43,25/09/24,18088,379,6862,,
1,13:34:43,25/09/24,17264,356,6130,,
2,13:34:43,25/09/24,15508,310,4816,0.00,60.00
3,13:34:43,25/09/24,17156,359,6168,,
1,13:44:46,25/09/24,10256,211,2166,,
2,13:44:46,25/09/24,10340,208,2150,-31.46,28.25
3,13:44:46,25/09/24,9420,197,1854,,
1,13:54:43,25/09/24,9104,187,1708,,
2,13:54:43,25/09/24,8716,175,1528,-31.39,30.40
3,13:54:43,25/09/24,8316,174,1452,,
1,14:04:43,25/09/24,7692,158,1222,,
2,14:04:43,25/09/24,7084,142,1010,-31.32,32.49
3,14:04:43,25/09/24,6164,129,800,,
1,14:14:43,25/09/24,17544,360,6328,,
2,14:14:43,25/09/24,16856,338,5702,-31.24,34.51
3,14:14:43,25/09/24,15388,323,4970,,
1,14:24:43,25/09/24,7024,144,1016,,
2,14:24:43,25/09/24,6508,130,852,-31.14,36.47
3,14:24:43,25/09/24,5704,119,678,,
1,14:34:41,25/09/24,4940,101,502,,
2,14:34:41,25/09/24,5024,101,508,0.00,30.00
3,14:34:41,25/09/24,4128,86,358,,
1,14:44:46,25/09/24,3916,80,314,,
2,14:44:46,25/09/24,3576,71,256,-30.92,40.18
3,14:44:46,25/09/24,3552,74,266,,
1,14:54:41,25/09/24,3144,64,204,,
2,14:54:41,25/09/24,3812,76,288,0.00,0.00
3,14:54:41,25/09/24,3348,70,236,,
1,15:04:43,25/09/24,3108,64,200,,
2,15:04:43,25/09/24,3656,73,268,0.00,0.00
3,15:04:43,25/09/24,3512,73,258,,
1,15:14:43,25/09/24,2192,45,98,,
2,15:14:43,25/09/24,3184,63,200,0.00,0.00
3,15:14:43,25/09/24,2924,61,180,,
1,15:24:46,25/09/24,2316,47,112,,
2,15:24:46,25/09/24,2104,42,88,-30.24,46.65
3,15:24:46,25/09/24,2576,53,138,,
1,15:34:41,25/09/24,2328,48,112,,
2,15:34:41,25/09/24,3104,62,194,0.00,0.00
3,15:34:41,25/09/24,2956,62,184,,
1,15:44:46,25/09/24,1728,35,62,,
2,15:44:46,25/09/24,1672,34,56,-29.72,49.37
3,15:44:46,25/09/24,2468,51,128,,
1,15:54:41,25/09/24,1992,41,82,,
2,15:54:41,25/09/24,2688,54,138,0.00,0.00
3,15:54:41,25/09/24,2492,52,132,,
1,16:04:43,25/09/24,1172,24,30,,
2,16:04:43,25/09/24,1800,37,58,0.00,0.00
3,16:04:43,25/09/24,1668,35,58,,
1,16:14:43,25/09/24,1520,31,50,,
2,16:14:43,25/09/24,2144,42,92,0.00,0.00
3,16:14:43,25/09/24,1968,41,82,,
1,16:24:43,25/09/24,928,19,20,,
2,16:24:43,25/09/24,1132,23,26,0.00,0.00
3,16:24:43,25/09/24,1000,21,20,,
1,16:34:43,25/09/24,628,13,10,,
2,16:34:43,25/09/24,936,19,16,0.00,0.00
3,16:34:43,25/09/24,808,17,14,,
1,16:44:43,25/09/24,524,11,6,,
2,16:44:43,25/09/24,684,14,10,0.00,0.00
3,16:44:43,25/09/24,636,13,10,,
1,16:54:43,25/09/24,748,15,14,,
2,16:54:43,25/09/24,940,19,20,0.00,30.00
3,16:54:43,25/09/24,844,17,16,,
1,17:04:46,25/09/24,712,15,10,,
2,17:04:46,25/09/24,716,14,10,-22.35,56.31
3,17:04:46,25/09/24,940,19,20,,
1,17:14:50,25/09/24,452,9,4,,
2,17:14:50,25/09/24,464,9,4,-18.90,56.71
3,17:14:50,25/09/24,476,10,4,,
1,17:24:56,25/09/24,180,4,0,,
2,17:24:56,25/09/24,184,4,0,-12.56,57.00
3,17:24:56,25/09/24,196,4,0,,
1,17:34:59,25/09/24,92,2,0,,
2,17:34:59,25/09/24,92,2,0,1.96,57.18
3,17:34:59,25/09/24,140,3,0,,
1,17:45:08,25/09/24,28,1,0,,
2,17:45:08,25/09/24,20,1,0,44.58,57.26
3,17:45:08,25/09/24,40,0,0,,
1,05:45:09,26/09/24,0,0,0,,
2,05:45:09,26/09/24,0,0,0,63.93,-57.24
3,05:45:09,26/09/24,0,0,0,,
1,05:55:04,26/09/24,16,0,0,,
2,05:55:04,26/09/24,64,1,0,15.59,-57.20
3,05:55:04,26/09/24,52,1,0,,
1,06:04:59,26/09/24,24,1,0,,
2,06:04:59,26/09/24,96,2,0,-5.43,-57.05
3,06:04:59,26/09/24,88,1,0,,
1,06:14:56,26/09/24,48,1,0,,
2,06:14:56,26/09/24,140,3,0,-14.44,-56.79
3,06:14:56,26/09/24,156,3,0,,
1,06:24:55,26/09/24,80,2,0,,
2,06:24:55,26/09/24,232,5,0,-19.19,-56.43
3,06:24:55,26/09/24,196,4,0,,
1,06:34:54,26/09/24,52,1,0,,
2,06:34:54,26/09/24,160,3,0,-22.09,-55.96
3,06:34:54,26/09/24,136,2,0,,
1,06:44:54,26/09/24,64,2,0,,
2,06:44:54,26/09/24,236,5,0,-24.03,-55.38
3,06:44:54,26/09/24,208,4,0,,
1,06:54:41,26/09/24,104,2,0,,
2,06:54:41,26/09/24,336,7,4,0.00,-30.00
3,06:54:41,26/09/24,296,6,4,,
1,07:04:43,26/09/24,268,6,0,,
2,07:04:43,26/09/24,848,17,14,0.00,0.00
3,07:04:43,26/09/24,768,16,14,,
1,07:14:46,26/09/24,176,4,0,,
2,07:14:46,26/09/24,488,10,6,-27.24,-53.01
3,07:14:46,26/09/24,448,10,4,,
1,07:24:44,26/09/24,104,2,0,,
2,07:24:44,26/09/24,288,6,4,-30.00,-30.00
3,07:24:44,26/09/24,268,5,0,,
1,07:34:41,26/09/24,192,4,0,,
2,07:34:41,26/09/24,628,13,6,0.00,0.00
3,07:34:41,26/09/24,572,12,6,,
1,07:44:43,26/09/24,160,3,0,,
2,07:44:43,26/09/24,512,10,6,0.00,0.00
3,07:44:43,26/09/24,472,10,4,,
1,07:54:43,26/09/24,212,4,0,,
2,07:54:43,26/09/24,740,15,10,0.00,0.00
3,07:54:43,26/09/24,548,11,6,,
1,08:04:43,26/09/24,384,8,4,,
2,08:04:43,26/09/24,1168,24,26,0.00,0.00
3,08:04:43,26/09/24,828,17,14,,
1,08:14:46,26/09/24,352,7,4,,
2,08:14:46,26/09/24,436,9,4,-29.72,-45.62
3,08:14:46,26/09/24,748,15,10,,
1,08:24:39,26/09/24,284,6,4,,
2,08:24:39,26/09/24,548,11,6,30.00,-30.00
3,08:24:39,26/09/24,704,14,10,,
1,08:34:41,26/09/24,192,4,0,,
2,08:34:41,26/09/24,492,10,4,60.00,-30.00
3,08:34:41,26/09/24,544,11,6,,
1,08:44:41,26/09/24,252,5,0,,
2,08:44:41,26/09/24,800,16,14,90.00,-30.00
3,08:44:41,26/09/24,644,13,10,,
1,08:54:46,26/09/24,280,6,4,,
2,08:54:46,26/09/24,788,16,14,60.00,-30.00
3,08:54:46,26/09/24,832,17,14,,
1,09:04:41,26/09/24,392,8,4,,
2,09:04:41,26/09/24,756,16,10,90.00,-30.00
3,09:04:41,26/09/24,960,20,20,,
1,09:14:43,26/09/24,344,7,4,,
2,09:14:43,26/09/24,760,15,10,90.00,0.00
3,09:14:43,26/09/24,676,13,10,,
1,09:24:43,26/09/24,324,7,4,,
2,09:24:43,26/09/24,780,15,14,90.00,-30.00
3,09:24:43,26/09/24,1004,21,20,,
1,09:34:43,26/09/24,772,16,14,,
2,09:34:43,26/09/24,1460,29,42,90.00,0.00
3,09:34:43,26/09/24,2252,47,108,,
1,09:44:53,26/09/24,272,6,4,,
2,09:44:53,26/09/24,344,7,4,-30.97,-28.92
3,09:44:53,26/09/24,808,17,14,,
1,09:54:34,26/09/24,596,12,6,,
2,09:54:34,26/09/24,1136,23,26,90.00,0.00
3,09:54:34,26/09/24,1132,23,26,,
1,10:04:43,26/09/24,964,20,20,,
2,10:04:43,26/09/24,1600,32,52,90.00,0.00
3,10:04:43,26/09/24,1824,39,68,,
1,10:14:43,26/09/24,516,11,6,,
2,10:14:43,26/09/24,768,15,14,90.00,-30.00
3,10:14:43,26/09/24,1508,31,50,,
1,10:24:43,26/09/24,848,17,16,,
2,10:24:43,26/09/24,1392,28,40,90.00,0.00
3,10:24:43,26/09/24,1952,40,78,,
1,10:34:43,26/09/24,704,14,10,,
2,10:34:43,26/09/24,1216,24,30,90.00,0.00
3,10:34:43,26/09/24,2416,50,122,,
1,10:44:43,26/09/24,544,11,6,,
2,10:44:43,26/09/24,852,17,14,90.00,-30.00
3,10:44:43,26/09/24,1396,30,42,,
1,10:54:43,26/09/24,604,12,6,,
2,10:54:43,26/09/24,1148,22,26,90.00,-30.00
3,10:54:43,26/09/24,2036,42,88,,
1,11:04:43,26/09/24,288,6,4,,
2,11:04:43,26/09/24,608,12,6,90.00,-30.00
3,11:04:43,26/09/24,1024,21,22,,
1,11:14:51,26/09/24,496,10,6,,
2,11:14:51,26/09/24,700,14,10,0.00,30.00
3,11:14:51,26/09/24,1808,38,68,,
1,11:24:36,26/09/24,264,5,0,,
2,11:24:36,26/09/24,660,13,10,90.00,-30.00
3,11:24:36,26/09/24,884,18,16,,
1,11:34:43,26/09/24,240,5,0,,
2,11:34:43,26/09/24,748,15,10,90.00,0.00
3,11:34:43,26/09/24,632,13,10,,
